Time (s),Set Temperature (°C),Current Temperature (°C), Proportional, Integral, Derivative, Output Current (A)
251.38276433944702,70.0,65.86380181805274,8.27239636389453,57.878285916483065,-0.044513137111711676,661.0616914326589
253.09208011627197,70.0,66.1719999056621,7.65600018867579,58.26108592591685,-0.040065751389218036,658.7702036320343
254.8503658771515,70.0,66.51447580783154,6.97104838433691,58.609638345133696,-0.044521867282027186,655.3616486218858
256.5277132987976,70.0,66.75422997831174,6.491540043376517,58.93421534730252,-0.031168042162425566,653.9458734851661
258.21145391464233,70.0,67.06251080610345,5.8749783877931065,59.227964266692176,-0.04007650761292169,650.6286614687235
259.96782302856445,70.0,67.3023045946715,5.395390810657005,59.49773380722503,-0.031173192513846575,648.6195142536819
261.66107273101807,70.0,67.6106363726329,4.778727254734207,59.73667016996174,-0.0400831311349819,644.7531429356097
263.34648513793945,70.0,67.85046979893549,4.299060402129015,59.95162319006819,-0.031178345419337464,642.1950524677787
265.13926553726196,70.0,68.12458638557194,3.75082722885611,60.139164551511,-0.03563515626273883,638.5435662410437
266.8275935649872,70.0,68.36445699010835,3.271086019783297,60.30271885250016,-0.031183178589732848,635.4262169369373
268.5040295124054,70.0,68.57007417905112,2.8598516418977624,60.44571143459505,-0.026730234562559758,632.7883284193025
270.30747056007385,70.0,68.77570412153744,2.4485917569251114,60.568141022441296,-0.026731892523222316,629.9000088684319
271.9962947368622,70.0,68.98134681994074,2.037306360118521,60.67000634044722,-0.02673355079242839,626.8057914977331
273.69504475593567,70.0,69.18700227663557,1.625995446728865,60.751306112783666,-0.026735209370327626,623.5056635014221
275.50464367866516,70.0,69.39267049399645,1.214659012007104,60.81203906338402,-0.026736868256914476,619.9996120713421
277.2080616950989,70.0,69.56407042457522,0.8718591508495592,60.8556320209265,-0.022281990975240404,617.0520918080082
277.9321665763855,70.0,69.5983514743987,0.8032970512026054,60.89579687348663,-0.004456536477051998,616.9463738821219
278.9306814670563,70.0,69.73547921975278,0.5290415604944485,60.922248951511364,-0.0178266068960302,614.3346390510978
280.1514182090759,70.0,69.83832875243864,0.3233424951227164,60.938416076267494,-0.013370439249162588,612.4838813214104
281.1448874473572,70.0,69.90689688090414,0.18620623819171556,60.94772638817708,-0.008913856700515055,611.2501876966828
282.13735938072205,70.0,69.97546642814592,0.049067143708157346,60.9501797453625,-0.008914041141431284,609.9033284792922
283.1557881832123,70.0,70.11260977930931,-0.22521955861861898,60.938918767431566,-0.01782863565124046,606.9587057316171
284.148056268692,70.0,70.18118358340742,-0.3623671668148347,60.920800409090816,-0.008914594532754023,605.4951864774323
285.1920762062073,70.0,70.24975880663399,-0.49951761326798305,60.895824528427426,-0.008914779019454642,603.8739213613999
